FITSKeyword	DBKeyword	Source	MetadataDatatype	Units	DBDatatype	MetadataWidth	NullsAllowed	ValidateFormat	CheckValues	InputFormat	OutputFormat	SpecialIngest	MinValue	MaxValue	DiscreteValues	Metadata	UI	Calib	TAP_visible	TAP_principal	Description	Example	Notes
DRA	DRA	DCS	double	s/s	FLOAT(126)	16	Y	Y	N		18.5f					Y					[s/s] DCS Diff RA rate	 	
DTRACK	DTRACK	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										DCS differential tracking status	 	
EL	EL	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.5f					Y					[deg] DCS Elevation	 	
ELAPSED	ELAPSED	KPF	double		FLOAT(126)	16	Y	Y	Y		18.5f		0			Y	Y			Y	Actual exposure time from kpfexpose.ELAPSED
ELAPTIME	ELAPTIME	KOA	double		FLOAT(126)	16	Y	Y	Y		18.5f		0			Y	Y			Y	KOA: Total integration time
EQUINOX	EQUINOX	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f		1855	2100		Y	Y				DCS Equinox	 	
EXPFBILL	EXPFBILL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Exposure meter fiber LED back illuminator power	 	
EXPMETER	EXPMETER	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Was this camera found?	 	
EXPSCIFB	EXPSCIFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										ExpM Science fiber (8ab) on	 	
EXPSCREQ	EXPSCREQ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										ExpM Science fiber (8ab) requested	 	
EXPSKYFB	EXPSKYFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										ExpM Science fiber (9) on	 	
EXPTIME	EXPTIME	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f					Y					Requested exposure time	 	
EXTEND	EXTEND	KPF	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					The extension end.	 	
EXTNAME	EXTNAME	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										The extension name.	 	
FAVER	FAVER	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Written by FITSAssemble version 1.3	 	
FFFB	FFFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Flatfield fiber (10ab) on	 	
FFFW	FFFW	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Flatfield FW Position	 	
FFREQ	FFREQ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Flatfield fiber (10ab) requested	 	
FFSHTR	FFSHTR	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Flat field fiber shutter at exposure midpoint	 	
FFSOURCE	FFSOURCE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Flat field broad band power status	 	
FICALFBS	FICALFBS	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										FIU Cal fibers (4,5) on	 	
FICALREQ	FICALREQ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										FIU Cal fibers (4,5) requested	 	
FIUMODE	FIUMODE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										FIU operating mode	 	
FOCALSTN	FOCALSTN	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										focal-station	 	
FOLDNAM	FOLDNAM	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Named Position of FIU Fold mirror	 	
FOLDVAL	FOLDVAL	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										Position of FIU Fold mirror in mm	 	
FRAMENO	FRAMENO	KPF	integer		NUMBER(*,0)	16	Y	Y	Y		16d					Y	Y			Y	The frame number from the start of KPF.	 	
GAIN00	GAIN00	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										gain for AD chan 0	 	
GAIN01	GAIN01	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										gain for AD chan 1	 	
GAIN02	GAIN02	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										gain for AD chan 2	 	
GAIN03	GAIN03	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										gain for AD chan 3	 	
GCOUNT	GCOUNT	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										number of groups	 	
GRACF	GRACF	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Last user-chosen ACF key Kwd green ACF	 	
GRACFFI	GRACFFI	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										ACF file from ACF key Kwd green ACFFILE	 	
GRACFFLN	GRACFFLN	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Green acf file loaded	 	
GRACFMD5	GRACFMD5	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Green MD5 sum for the acf file	 	
GRCAMD_V	GRCAMD_V	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										camerad build date Kwd green CAMD_VER	 	
GRCDS0	GRCDS0	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd green CDS0	 	
GRCDS1	GRCDS1	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd green CDS1	 	
GRCDS2	GRCDS2	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd green CDS2	 	
GRCDS3	GRCDS3	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										Kwd green CDS3	 	
GRDATE	GRDATE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										FITS file write time Kwd green DATE	 	
GRDATE-B	GRDATE_B	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Shutter-open time Kwd green DATE-BEG	 	
GRDATE-E	GRDATE_E	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Shutter-close time Kwd green DATE-END	 	
GREEN	GREEN	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Was this camera found?	 	
GREENFN	GREENFN	KPF	char		VARCHAR2(96 BYTE)	96	Y	Y	N		96s										The GREEN detector frame number from the start of KPF.	 	
GRELAPS	GRELAPS	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										Shutter-elapsed time Kwd green ELAPSED	 	
GREXPTI	GREXPTI	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										exposure time in msec Kwd green EXPTIME	 	
GRFILENA	GRFILENA	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										this filename Kwd green FILENAME	 	
GRFIRMWA	GRFIRMWA	KPF	char		VARCHAR2(96 BYTE)	96	Y	Y	N		96s										co	 	
GRFRAME	GRFRAME	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										Kwd green FRAMENO	 	
GRHDRSHI	GRHDRSHI	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										number of HDR right-shift bits Kwd green HDRSHI	 	
GROBSERV	GROBSERV	KPF	char		VARCHAR2(128 BYTE)	128	Y	Y	N		128s										Observer name Kwd green OBSERVER	 	
GRPROGNA	GRPROGNA	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program name Kwd green PROGNAME	 	
GRSHUTT	GRSHUTT	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										shutter was enabled Kwd green SHUTTEN	 	
GRTEST	GRTEST	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										test fitskey from modes file Kwd green TEST	 	
GRTM_ZO	GRTM_ZO	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										time zone Kwd green TM_ZONE	 	
GUIDFWHM	GUIDFWHM	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										KOA: Guide star FWHM value	 	
GUIDING	GUIDING	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Guiding status	 	
GUIDTIME	GUIDTIME	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										KOA: Guide star FWHM measure time	 	
GUIDWAVE	GUIDWAVE	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										guidestar-wavelength	 	
HA	HA	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										DCS Hour angle	 	
HATCH	HATCH	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Status of the hatch on the exterior of the FIU	 	
HCLSN	HCLSN	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										S/N of lamp in use	 	
HDUVERS	HDUVERS	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										The HDU version.	 	
HKFBILL	HKFBILL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Ca H and K fiber LED back illuminator power	 	
IMTYPE	IMTYPE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Image Type	 	
INSTANGL	INSTANGL	DCS	double		FLOAT(126)	16	Y	Y	N		16d										porg-to-instrument angle
INSTRUME	INSTRUME	DCS	char		VARCHAR2(68 BYTE)	68	N	Y	Y		68s					Y	Y				Instrument name	 	
INSTSLCT	INSTSLCT	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Selected Instrument	 	
KWFILENM	KWFILENM	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Filename of keyword	 	
LST	LST	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS Local sidereal time	 	
MJD-OBS	MJD_OBS	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										Modified Julian day	 	
NAXIS	NAXIS	KPF	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y					number of array dimensions	 	
NAXIS1	NAXIS1	KPF	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y					length of dimension 1	 	
NAXIS2	NAXIS2	KPF	integer		NUMBER(*,0)	16	Y	Y	N		16d					Y					length of dimension 2	 	
OA	OA	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										KOA: Observing Assistant name	 	
OBJECT	OBJECT	KPF	char		VARCHAR2(68 BYTE)	68	Y	Y	N		68s					Y	Y				Object	 	
OBSERVAT	OBSERVAT	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Observatory name	 	
OBSERVER	OBSERVER	KPF	char		VARCHAR2(128 BYTE)	128	Y	Y	N		128s					Y					Observer names	 	
OBSMODE	OBSMODE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Basic mode of observation	 	
OCTAGON	OCTAGON	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										selected octagon value	 	
OCTBB	OCTBB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Octagon broad band power status	 	
OFFSET00	OFFSET00	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										offset for AD chan 0	 	
OFFSET01	OFFSET01	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										offset for AD chan 1	 	
OFFSET02	OFFSET02	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										offset for AD chan 2	 	
OFFSET03	OFFSET03	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										offset for AD chan 3	 	
OFNAME	OFNAME	KPF	char		VARCHAR2(32 BYTE)	32	N	Y	N		32s					Y	Y				KOA: Original file name	 	
OTIMSHTR	OTIMSHTR	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Timed shutters open at exposure midpoint	 	
OUTDIR	OUTDIR	KPF	char		VARCHAR2(68 BYTE)	68	N	Y	N		68s					Y					Output directory for file in OFNAME	 	
OUTFILE	OUTFILE	KPF	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					filename prefix kpf		
PARANG	PARANG	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.5f					Y					[deg] DCS Parallactic angle astrometric	 	
PARANTEL	PARANTEL	DCS	double	degrees	FLOAT(126)	16	Y	Y	N		18.5f					Y					[deg] DCS Parallactic angle telescope	 	
PCOUNT	PCOUNT	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										number of group parameters	 	
PMFM	PMFM	ACS	double		FLOAT(126)	16	Y	Y	N		16d										PMFM value
PONAME	PONAME	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					DCS Point origin name	 	
PONAME1	PONAME1	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										DCS Point origin name1	 	
POXPOS	POXPOS	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										pointing-origin-x-position	 	
POYPOS	POYPOS	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										pointing-origin-y-position	 	
PRES	PRES	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										[hPa] Pressure at Vaisala kpfmet.PRES	 	
PRIMTEMP	PRIMTEMP	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										[degC] Telescope pri temperature	 	
PROGID	PROGID	KOA	char		VARCHAR2(69 BYTE)	32	N	Y	N		32s					Y	Y				KOA: Program ID	 	
PROGINST	PROGINST	KOA	char		VARCHAR2(32 BYTE)	32	N	Y	N		32s					Y	Y			Y	KOA: Program institution	 	
PROGNAME	PROGNAME	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program name from kpfexpose	 	
PROGPI	PROGPI	KOA	char		VARCHAR2(69 BYTE)	32	N	Y	N		32s					Y	Y			Y	KOA: Program principal investigator	 	
PROGTITL	PROGTITL	KOA	char		VARCHAR2(210 BYTE)	210	Y	Y	N		211s					Y	Y			Y	KOA: Program title set	 	
PROGTL1	PROGTL1	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program title 1	 	
PROGTL2	PROGTL2	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program title 2	 	
PROGTL3	PROGTL3	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program title 3	 	
RA	CRA	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N	angle	16s	Y				Y					[h] Right ascension	 	
RABASE	RABASE	DCS	char		VARCHAR2(16 BYTE)	16	Y	Y	N		16s					Y					DCS RA base	 	
RAOFF	RAOFF	DCS	double	arcseconds	FLOAT(126)	16	Y	Y	N		18.5f					Y					[asec] DCS RA offset	 	
RDACF	RDACF	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Last user-chosen ACF key Kwd red ACF	 	
RDACFFI	RDACFFI	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										ACF file from ACF key Kwd red ACFFILE	 	
RDACFFLN	RDACFFLN	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Red acf file loaded	 	
RDACFMD5	RDACFMD5	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Red MD5 sum for the acf file	 	
RDCAMD_V	RDCAMD_V	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										camerad build date Kwd red CAMD_VER	 	
RDCDS0	RDCDS0	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd red CDS0	 	
RDCDS1	RDCDS1	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd red CDS1	 	
RDCDS2	RDCDS2	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Kwd red CDS2	 	
RDCDS3	RDCDS3	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										Kwd red CDS3	 	
RDDATE	RDDATE	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										FITS file write time Kwd red DATE	 	
RDDATE-B	RDDATE_B	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Shutter-open time Kwd red DATE-BEG	 	
RDDATE-E	RDDATE_E	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Shutter-close time Kwd red DATE-END	 	
RDELAPS	RDELAPS	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										Shutter-elapsed time Kwd red ELAPSED	 	
RDEXPTI	RDEXPTI	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										exposure time in msec Kwd red EXPTIME	 	
RDFILENA	RDFILENA	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										this filename Kwd red FILENAME	 	
RDFIRMWA	RDFIRMWA	KPF	char		VARCHAR2(96 BYTE)	96	Y	Y	N		96s										controller	 	
RDFRAME	RDFRAME	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										Kwd red FRAMENO	 	
RDHDRSHI	RDHDRSHI	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										number of HDR right-shift bits Kwd red HDRSHIFT	 	
RDOBSERV	RDOBSERV	KPF	char		VARCHAR2(128 BYTE)	128	Y	Y	N		128s										Observer name Kwd red OBSERVER	 	
RDPROGNA	RDPROGNA	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Program name Kwd red PROGNAME	 	
RDSHUTT	RDSHUTT	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										shutter was enabled Kwd red SHUTTEN	 	
RDTEST	RDTEST	KPF	integer		NUMBER(*,0)	8	Y	Y	N		16d										test fitskey from modes file Kwd red TEST	 	
RDTM_ZO	RDTM_ZO	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										time zone Kwd red TM_ZONE	 	
RED	RED	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Was this camera found?	 	
REDFN	REDFN	KPF	char		VARCHAR2(96 BYTE)	96	Y	Y	N		96s										The RED detector frame number from the start of KPF.	 	
RELH	RELH	KPF	double		FLOAT(126)	16	Y	Y	N		18.5f										Relative humidity at Vaisala kpfmet.RELH	 	
ROTCALAN	ROTCALAN	DCS	double		FLOAT(126)	16	Y	Y	N		16d										rotator-calibration-angle
ROTZERO	ROTZERO	DCS	integer		NUMBER(*,0)	8	Y	Y	N		16d										rotator-zero-angle	 	
SBELEV	SBELEV	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										[deg] bottom shutter elevation	 	
SBVIGNE	SBVIGNE	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										bottom shutter vignette (t/f)	 	
SCI-OBJ	SCI_OBJ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Science fiber source	 	
SCIFB	SCIFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Science fiber (1a) on	 	
SCIFBILL	SCIFBILL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Science fiber LED back illuminator power	 	
SCISEL	SCISEL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Science Select shutter at exposure midpoint	 	
SCRAMSHT	SCRAMSHT	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Scrambler shutter at exposure midpoint	 	
SECFOCUS	SECFOCUS	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f					Y					[mm] Secondary focus	 	
SECMTEMP	SECMTEMP	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										[degC] Telescope sec temperature	 	
SECSTST	SECSTST	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					DCS Secondary status string	 	
SECTHETX	SECTHETX	DCS	double	arcseconds	FLOAT(126)	16	Y	Y	N		18.5f					Y					[asec] DCS Secondary theta x	 	
SECTHETY	SECTHETY	DCS	double	arcseconds	FLOAT(126)	16	Y	Y	N		18.5f					Y					[asec] DCS Secondary theta y	 	
SEMESTER	SEMESTER	KOA	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s					Y					Calculated SEMESTER from UT DATE-OBS	 	
SICALFB	SICALFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										SimCal fiber (3ab) on	 	
SICALREQ	SICALREQ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										SimCal fiber (3ab) requested	 	
SIMCALFW	SIMCALFW	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Simual Cal FW Position	 	
SIMCALSH	SIMCALSH	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Simult Cal shutter at exposure midpoint	 	
SIMPLE	SIMPLE	KPF	char		VARCHAR2(8 BYTE)	8	Y	Y	N		8s					Y					conforms to FITS standard	 	
SKY-OBJ	SKY_OBJ	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Sky fiber source	 	
SKYFB	SKYFB	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Sky fiber (2a) on	 	
SKYFBILL	SKYFBILL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Sky fiber LED back illuminator power	 	
SKYSEL	SKYSEL	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Sky Select Shutter at exposure midpoint	 	
SRCSHTTR	SRCSHTTR	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Source shutters commanded for exposure	 	
SSCALFW	SSCALFW	KPF	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										Sci/Cal FW Position	 	
STELEV	STELEV	DCS	double		FLOAT(126)	16	Y	Y	N		18.5f										[deg] top shutter elevation	 	
STVIGNE	STVIGNE	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										top shutter vignette (t/f)	 	
TARGDEC	TARGDEC	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										[deg] DCS Target Dec	 	
TARGEPOC	TARGEPOC	DCS	double		FLOAT(126)	16	Y	Y	N		16d										DCS Target epoch
TARGEQUI	TARGEQUI	DCS	double		FLOAT(126)	16	Y	Y	N		16d										DCS Target equinox
TARGFRAM	TARGFRAM	DCS	char		VARCHAR2(32 BYTE)	32	Y	Y	N		32s										target-frame	 	
TARGNAME	TARGNAME	DCS	char		VARCHAR2(68 BYTE)	68	Y	Y	N		68s					Y	Y			Y	DCS Target name	 	
TARGPLAX	TARGPLAX	DCS	double		FLOAT(126)	16	Y	Y	N		16d										[arcsec] target parallax
